column_3,column_4,column_1,column,column_2
515692.4201,6937270.698,6.539103584,99.0,180.0
515693.1021,6937269.967,6.527659362,100.0,180.0
515693.7841,6937269.235,6.520499728,101.0,180.0
515694.4662,6937268.504,6.513265378,102.0,180.0
515695.1482,6937267.773,6.505966828,103.0,180.0
515695.7049,6937267.176,6.5,103.8162433,180.0
515695.8302,6937267.041,6.498829275,104.0,180.0
515695.9154,6937266.95,6.5,104.124922,180.0
515696.5122,6937266.31,6.510551442,105.0,180.0
515697.1943,6937265.579,6.529038649,106.0,180.0
515697.8763,6937264.847,6.546339097,107.0,180.0
515698.5583,6937264.116,6.562610187,108.0,180.0
515699.2403,6937263.385,6.577740438,109.0,180.0
515699.9223,6937262.653,6.629794786,110.0,180.0
515701.2864,6937261.191,6.755885314,112.0,180.0
515701.9684,6937260.459,6.863908271,113.0,180.0
515702.6415,6937259.738,7.0,113.9869558,180.0
515702.6504,6937259.728,7.002094611,114.0,180.0
515703.3324,6937258.997,7.130989381,115.0,180.0
515704.0145,6937258.265,7.264142447,116.0,180.0
515704.6965,6937257.534,7.390930379,117.0,180.0
515705.3785,6937256.803,7.47292731,118.0,180.0
515705.615,6937256.549,7.5,118.346739,180.0
515706.0605,6937256.071,7.554515307,119.0,180.0
515706.7425,6937255.34,7.602169942,120.0,180.0
515709.4706,6937252.415,7.764510685,124.0,180.0
515710.1527,6937251.683,7.778622779,125.0,180.0
515711.5167,6937250.221,7.798375577,127.0,180.0
515712.1987,6937249.489,7.807184057,128.0,180.0
515712.8807,6937248.758,7.815453494,129.0,180.0
515713.5628,6937248.027,7.798621358,130.0,180.0
515714.2448,6937247.295,7.778892888,131.0,180.0
515714.9268,6937246.564,7.755670309,132.0,180.0
515716.2908,6937245.101,7.707790673,134.0,180.0
515716.9729,6937244.37,7.650726121,135.0,180.0
515718.3369,6937242.907,7.531689647,137.0,180.0
515718.6974,6937242.521,7.5,137.5286155,180.0
515719.0189,6937242.176,7.472171411,138.0,180.0
515719.701,6937241.445,7.412653174,139.0,180.0
515720.383,6937240.713,7.355375049,140.0,180.0
515723.1111,6937237.788,7.126582567,144.0,180.0
515678.2122,6937285.933,11.0,78.16791721,185.0
515678.0977,6937286.056,10.94825053,78.0,185.0
515677.4156,6937286.787,10.54005701,77.0,185.0
515677.3092,6937286.902,10.5,76.84394618,185.0
515676.7336,6937287.519,10.38232468,76.0,185.0
515676.0516,6937288.25,10.26258134,75.0,185.0
